id,ecephys_probe_id,local_index,probe_horizontal_position,probe_vertical_position,anterior_posterior_ccf_coordinate,dorsal_ventral_ccf_coordinate,left_right_ccf_coordinate,ecephys_structure_id,ecephys_structure_acronym
849714270,792626855,261,11,2620,7440,1749,8598,417,VISrl
849714272,792626855,262,59,2640,7438,1741,8603,417,VISrl
849714274,792626855,263,27,2640,7436,1733,8607,417,VISrl
849714278,792626855,265,11,2660,7431,1717,8616,417,VISrl
849714280,792626855,266,59,2680,7429,1709,8620,417,VISrl
849714282,792626855,267,27,2680,7427,1701,8624,417,VISrl
849714284,792626855,268,43,2700,7424,1693,8629,417,VISrl
849714286,792626855,269,11,2700,7422,1685,8633,417,VISrl
849714288,792626855,270,59,2720,7420,1678,8638,417,VISrl
849714290,792626855,271,27,2720,7418,1670,8642,417,VISrl
849714292,792626855,272,43,2740,7415,1661,8646,417,VISrl
849714294,792626855,273,11,2740,7413,1653,8651,417,VISrl
849714296,792626855,274,59,2760,7411,1645,8655,417,VISrl
849714298,792626855,275,27,2760,7409,1637,8659,417,VISrl
849714300,792626855,276,43,2780,7406,1629,8664,417,VISrl
849714302,792626855,277,11,2780,7404,1621,8668,417,VISrl
849714304,792626855,278,59,2800,7402,1613,8673,417,VISrl
849714306,792626855,279,27,2800,7400,1605,8677,417,VISrl
849714308,792626855,280,43,2820,7397,1597,8681,417,VISrl
849714310,792626855,281,11,2820,7395,1589,8686,417,VISrl
849714312,792626855,282,59,2840,7393,1581,8690,417,VISrl
849714314,792626855,283,27,2840,7391,1573,8694,417,VISrl
849714316,792626855,284,43,2860,7388,1564,8699,417,VISrl
849714318,792626855,285,11,2860,7386,1556,8703,417,VISrl
849714320,792626855,286,59,2880,7384,1548,8708,417,VISrl
849714322,792626855,287,27,2880,7382,1540,8712,417,VISrl
849714324,792626855,288,43,2900,7379,1532,8716,417,VISrl
849714326,792626855,289,11,2900,7377,1524,8721,417,VISrl
849714328,792626855,290,59,2920,7375,1516,8725,417,VISrl
849714330,792626855,291,27,2920,7373,1507,8730,417,VISrl
849714332,792626855,292,43,2940,7370,1499,8734,417,VISrl
849714334,792626855,293,11,2940,7368,1491,8738,417,VISrl
849714336,792626855,294,59,2960,7366,1483,8743,417,VISrl
849714338,792626855,295,27,2960,7362,1467,8752,417,VISrl
849714340,792626855,296,43,2980,7359,1458,8756,417,VISrl
849714342,792626855,297,11,2980,7357,1450,8761,417,VISrl
849714344,792626855,298,59,3000,7355,1442,8765,417,VISrl
849714346,792626855,299,27,3000,7353,1434,8770,417,VISrl
849714348,792626855,300,43,3020,7351,1426,8774,417,VISrl
849714350,792626855,301,11,3020,7348,1418,8778,417,VISrl
849714352,792626855,302,59,3040,7346,1409,8783,417,VISrl
849714356,792626855,304,43,3060,7342,1393,8792,417,VISrl
849714358,792626855,305,11,3060,7340,1385,8796,417,VISrl
849714360,792626855,306,59,3080,7337,1377,8801,417,VISrl
849714362,792626855,307,27,3080,7335,1369,8805,417,VISrl
849714364,792626855,308,43,3100,7333,1360,8810,417,VISrl
849714366,792626855,309,11,3100,7331,1352,8814,417,VISrl
849714368,792626855,310,59,3120,7329,1344,8819,417,VISrl
849714370,792626855,311,27,3120,7327,1336,8824,417,VISrl
849714372,792626855,312,43,3140,7325,1328,8828,417,VISrl
849714374,792626855,313,11,3140,7322,1320,8833,417,VISrl
849714376,792626855,314,59,3160,7320,1311,8837,417,VISrl
849714378,792626855,315,27,3160,7318,1303,8842,417,VISrl
849714380,792626855,316,43,3180,7316,1295,8846,417,VISrl
849714382,792626855,317,11,3180,7314,1287,8851,417,VISrl
849714384,792626855,318,59,3200,7312,1279,8856,417,VISrl
849714386,792626855,319,27,3200,7310,1271,8860,417,VISrl
849714388,792626855,320,43,3220,7308,1263,8865,417,VISrl
849714390,792626855,321,11,3220,7306,1255,8869,417,VISrl
849714392,792626855,322,59,3240,7303,1246,8874,417,VISrl
849714394,792626855,323,27,3240,7301,1238,8879,417,VISrl
849714396,792626855,324,43,3260,7299,1230,8883,417,VISrl
849714398,792626855,325,11,3260,7297,1222,8888,417,VISrl
849714400,792626855,326,59,3280,7295,1214,8893,417,VISrl
849714402,792626855,327,27,3280,7293,1206,8897,417,VISrl
849714404,792626855,328,43,3300,7291,1198,8902,417,VISrl
849714406,792626855,329,11,3300,7289,1190,8907,417,VISrl
849714408,792626855,330,59,3320,7287,1182,8912,417,VISrl
849714410,792626855,331,27,3320,7285,1174,8916,417,VISrl
849714412,792626855,332,43,3340,7283,1166,8921,417,VISrl
849714414,792626855,333,11,3340,7281,1158,8926,417,VISrl
849714416,792626855,334,59,3360,7279,1150,8931,417,VISrl
849714418,792626855,335,27,3360,7276,1142,8935,417,VISrl
849714420,792626855,336,43,3380,7274,1134,8940,417,VISrl
849714422,792626855,337,11,3380,7272,1127,8945,417,VISrl
849714424,792626855,338,59,3400,7270,1119,8950,417,VISrl
849714426,792626855,339,27,3400,7268,1111,8955,417,VISrl
849714430,792626855,341,11,3420,7262,1087,8970,417,VISrl
849714432,792626855,342,59,3440,7260,1080,8975,417,VISrl
849714434,792626855,343,27,3440,7258,1072,8980,417,VISrl
849714436,792626855,344,43,3460,7256,1064,8985,417,VISrl
849714438,792626855,345,11,3460,7254,1057,8990,417,VISrl
849714440,792626855,346,59,3480,7251,1049,8995,417,VISrl
849714442,792626855,347,27,3480,7249,1041,9000,417,VISrl
849714444,792626855,348,43,3500,7247,1034,9005,417,VISrl
849714446,792626855,349,11,3500,7245,1026,9010,417,VISrl
849714448,792626855,350,59,3520,7243,1019,9015,417,VISrl
849714450,792626855,351,27,3520,7241,1011,9020,417,VISrl
849714452,792626855,352,43,3540,7239,1004,9026,417,VISrl
849714454,792626855,353,11,3540,7237,996,9031,417,VISrl
849714456,792626855,354,59,3560,7235,989,9036,417,VISrl
849714458,792626855,355,27,3560,7232,982,9041,417,VISrl
849714460,792626855,356,43,3580,7230,974,9047,417,VISrl
849714462,792626855,357,11,3580,7228,967,9052,417,VISrl
849714464,792626855,358,59,3600,7226,960,9057,,
849714466,792626855,359,27,3600,7224,953,9063,,
849714468,792626855,360,43,3620,7222,946,9068,,
849714470,792626855,361,11,3620,7219,938,9074,,
849714472,792626855,362,59,3640,7217,931,9079,,
849714474,792626855,363,27,3640,7215,924,9085,,
849714476,792626855,364,43,3660,7213,917,9090,,
849714478,792626855,365,11,3660,7211,910,9096,,
849714480,792626855,366,59,3680,7209,903,9102,,
849714482,792626855,367,27,3680,7206,897,9107,,
849714484,792626855,368,43,3700,7204,890,9113,,
849714486,792626855,369,11,3700,7202,883,9119,,
849714488,792626855,370,59,3720,7200,876,9124,,
849714490,792626855,371,27,3720,7197,870,9130,,
849714492,792626855,372,43,3740,7193,856,9142,,
849714494,792626855,373,11,3740,7191,850,9148,,
849714496,792626855,374,59,3760,7188,843,9154,,
849714498,792626855,375,27,3760,7186,837,9159,,
849714500,792626855,376,43,3780,7184,830,9165,,
849714502,792626855,377,11,3780,7182,824,9171,,
849714504,792626855,378,59,3800,7179,817,9177,,
849714508,792626855,380,43,3820,7175,805,9189,,
849714510,792626855,381,11,3820,7172,798,9195,,
849714512,792626855,382,59,3840,7170,792,9202,,
849714514,792626855,383,27,3840,7168,786,9208,,
849715106,792626853,0,43,20,8022,4623,7985,797,ZI
849715110,792626853,2,59,40,8022,4611,7998,797,ZI
849715112,792626853,3,27,40,8022,4605,8004,797,ZI
849715114,792626853,4,43,60,8022,4598,8011,797,ZI
849715116,792626853,5,11,60,8022,4592,8017,797,ZI
849715118,792626853,6,59,80,8023,4586,8023,797,ZI
849715120,792626853,7,27,80,8023,4580,8029,797,ZI
849715122,792626853,8,43,100,8023,4573,8036,797,ZI
849715124,792626853,9,11,100,8023,4567,8042,797,ZI
849715126,792626853,10,59,120,8023,4560,8048,797,ZI
849715128,792626853,11,27,120,8024,4554,8054,797,ZI
849715130,792626853,12,43,140,8024,4540,8067,797,ZI
849715132,792626853,13,11,140,8025,4533,8073,797,ZI
849715134,792626853,14,59,160,8025,4526,8079,797,ZI
849715136,792626853,15,27,160,8026,4519,8085,797,ZI
849715138,792626853,16,43,180,8026,4512,8091,797,ZI
849715140,792626853,17,11,180,8027,4504,8097,797,ZI
849715142,792626853,18,59,200,8027,4497,8103,797,ZI
849715144,792626853,19,27,200,8028,4489,8109,797,ZI
849715146,792626853,20,43,220,8029,4481,8115,797,ZI
849715148,792626853,21,11,220,8030,4473,8121,797,ZI
849715150,792626853,22,59,240,8031,4465,8127,797,ZI
849715152,792626853,23,27,240,8032,4457,8133,797,ZI
849715154,792626853,24,43,260,8033,4448,8138,797,ZI
849715156,792626853,25,11,260,8034,4440,8144,797,ZI
849715158,792626853,26,59,280,8036,4431,8150,797,ZI
849715160,792626853,27,27,280,8037,4422,8155,797,ZI
849715162,792626853,28,43,300,8038,4413,8161,797,ZI
849715164,792626853,29,11,300,8040,4404,8166,797,ZI
849715166,792626853,30,59,320,8041,4395,8172,797,ZI
849715168,792626853,31,27,320,8043,4385,8177,797,ZI
849715170,792626853,32,43,340,8044,4376,8183,313,MB
849715172,792626853,33,11,340,8046,4367,8188,313,MB
849715174,792626853,34,59,360,8047,4357,8194,313,MB
849715176,792626853,35,27,360,8049,4347,8199,313,MB
849715180,792626853,37,11,380,8054,4318,8215,178,LGv
849715182,792626853,38,59,400,8055,4309,8221,178,LGv
849715184,792626853,39,27,400,8057,4299,8226,178,LGv
849715186,792626853,40,43,420,8059,4289,8231,178,LGv
849715188,792626853,41,11,420,8061,4279,8236,178,LGv
849715190,792626853,42,59,440,8062,4269,8242,178,LGv
849715192,792626853,43,27,440,8064,4259,8247,178,LGv
849715194,792626853,44,43,460,8066,4249,8252,178,LGv
849715196,792626853,45,11,460,8067,4239,8257,178,LGv
849715198,792626853,46,59,480,8069,4230,8262,178,LGv
849715200,792626853,47,27,480,8071,4220,8268,178,LGv
849715202,792626853,48,43,500,8072,4210,8273,178,LGv
849715204,792626853,49,11,500,8074,4200,8278,178,LGv
849715206,792626853,50,59,520,8076,4190,8283,178,LGv
849715208,792626853,51,27,520,8077,4180,8288,178,LGv
849715210,792626853,52,43,540,8079,4170,8293,178,LGv
849715212,792626853,53,11,540,8080,4160,8298,178,LGv
849715214,792626853,54,59,560,8082,4150,8303,178,LGv
849715216,792626853,55,27,560,8084,4140,8308,178,LGv
849715218,792626853,56,43,580,8085,4130,8313,178,LGv
849715220,792626853,57,11,580,8087,4121,8318,178,LGv
849715222,792626853,58,59,600,8088,4111,8323,178,LGv
849715224,792626853,59,27,600,8090,4101,8328,178,LGv
849715226,792626853,60,43,620,8093,4081,8338,178,LGv
849715228,792626853,61,11,620,8094,4072,8343,178,LGv
849715230,792626853,62,59,640,8096,4062,8348,178,LGv
849715232,792626853,63,27,640,8097,4052,8353,178,LGv
849715234,792626853,64,43,660,8098,4042,8358,178,LGv
849715236,792626853,65,11,660,8100,4033,8363,178,LGv
849715238,792626853,66,59,680,8101,4023,8368,178,LGv
849715240,792626853,67,27,680,8103,4013,8372,178,LGv
849715242,792626853,68,43,700,8104,4004,8377,178,LGv
849715244,792626853,69,11,700,8105,3994,8382,178,LGv
849715246,792626853,70,59,720,8107,3985,8387,178,LGv
849715248,792626853,71,27,720,8108,3975,8392,178,LGv
849715250,792626853,72,43,740,8109,3966,8396,178,LGv
849715252,792626853,73,11,740,8110,3956,8401,178,LGv
849715254,792626853,74,59,760,8112,3947,8406,178,LGv
849715258,792626853,76,43,780,8114,3928,8415,178,LGv
849715260,792626853,77,11,780,8115,3918,8420,178,LGv
849715262,792626853,78,59,800,8118,3900,8429,178,LGv
849715264,792626853,79,27,800,8119,3891,8434,178,LGv
849715266,792626853,80,43,820,8120,3881,8438,178,LGv
849715268,792626853,81,11,820,8122,3863,8447,178,LGv
849715270,792626853,82,59,840,8123,3854,8452,178,LGv
849715272,792626853,83,27,840,8124,3845,8456,178,LGv
849715274,792626853,84,43,860,8125,3836,8461,178,LGv
849715276,792626853,85,11,860,8127,3818,8469,178,LGv
849715278,792626853,86,59,880,8128,3809,8474,178,LGv
849715280,792626853,87,27,880,8129,3800,8478,178,LGv
849715282,792626853,88,43,900,8131,3782,8487,178,LGv
849715284,792626853,89,11,900,8132,3773,8491,178,LGv
849715286,792626853,90,59,920,8133,3765,8495,178,LGv
849715288,792626853,91,27,920,8133,3756,8500,178,LGv
849715290,792626853,92,43,940,8135,3739,8508,463,CA3
849715292,792626853,93,11,940,8136,3730,8512,463,CA3
849715294,792626853,94,59,960,8137,3721,8516,463,CA3
849715296,792626853,95,27,960,8138,3704,8525,463,CA3
849715298,792626853,96,43,980,8139,3696,8529,463,CA3
849715300,792626853,97,11,980,8139,3688,8533,463,CA3
849715302,792626853,98,59,1000,8140,3679,8537,463,CA3
849715304,792626853,99,27,1000,8141,3663,8545,463,CA3
849715306,792626853,100,43,1020,8142,3654,8549,463,CA3
849715308,792626853,101,11,1020,8143,3646,8553,463,CA3
849715310,792626853,102,59,1040,8143,3638,8556,463,CA3
849715312,792626853,103,27,1040,8144,3622,8564,463,CA3
849715314,792626853,104,43,1060,8145,3614,8568,463,CA3
849715316,792626853,105,11,1060,8145,3606,8572,463,CA3
849715318,792626853,106,59,1080,8146,3590,8579,463,CA3
849715320,792626853,107,27,1080,8147,3582,8583,463,CA3
849715322,792626853,108,43,1100,8147,3574,8587,463,CA3
849715324,792626853,109,11,1100,8147,3567,8590,463,CA3
849715326,792626853,110,59,1120,8148,3551,8598,463,CA3
849715328,792626853,111,27,1120,8148,3544,8601,463,CA3
849715332,792626853,113,11,1140,8149,3521,8612,463,CA3
849715334,792626853,114,59,1160,8149,3514,8615,463,CA3
849715336,792626853,115,27,1160,8150,3506,8619,463,CA3
849715338,792626853,116,43,1180,8150,3499,8622,463,CA3
849715340,792626853,117,11,1180,8150,3484,8629,463,CA3
849715342,792626853,118,59,1200,8150,3477,8633,463,CA3
849715344,792626853,119,27,1200,8150,3470,8636,463,CA3
849715346,792626853,120,43,1220,8150,3463,8640,463,CA3
849715348,792626853,121,11,1220,8150,3448,8646,463,CA3
849715350,792626853,122,59,1240,8150,3441,8650,463,CA3
849715352,792626853,123,27,1240,8150,3434,8653,463,CA3
849715354,792626853,124,43,1260,8150,3421,8660,463,CA3
849715356,792626853,125,11,1260,8150,3414,8663,463,CA3
849715358,792626853,126,59,1280,8150,3407,8666,463,CA3
849715360,792626853,127,27,1280,8150,3400,8669,463,CA3
849715362,792626853,128,43,1300,8150,3387,8676,463,CA3
849715364,792626853,129,11,1300,8150,3380,8679,463,CA3
849715366,792626853,130,59,1320,8150,3373,8682,463,CA3
849715368,792626853,131,27,1320,8149,3360,8689,463,CA3
849715370,792626853,132,43,1340,8149,3353,8692,463,CA3
849715372,792626853,133,11,1340,8149,3347,8695,463,CA3
849715374,792626853,134,59,1360,8148,3341,8699,463,CA3
849715376,792626853,135,27,1360,8148,3328,8705,463,CA3
849715378,792626853,136,43,1380,8148,3321,8708,463,CA3
849715380,792626853,137,11,1380,8147,3315,8712,463,CA3
849715382,792626853,138,59,1400,8146,3303,8718,463,CA3
849715384,792626853,139,27,1400,8146,3296,8721,463,CA3
849715386,792626853,140,43,1420,8146,3290,8725,463,CA3
849715388,792626853,141,11,1420,8145,3284,8728,463,CA3
849715390,792626853,142,59,1440,8145,3272,8734,463,CA3
849715392,792626853,143,27,1440,8144,3266,8738,463,CA3
849715394,792626853,144,43,1460,8144,3260,8741,463,CA3
849715396,792626853,145,11,1460,8143,3254,8744,463,CA3
849715398,792626853,146,59,1480,8142,3243,8751,463,CA3
849715400,792626853,147,27,1480,8142,3237,8754,463,CA3
849715402,792626853,148,43,1500,8142,3231,8758,463,CA3
849715404,792626853,149,11,1500,8141,3220,8765,463,CA3
849715406,792626853,150,59,1520,8140,3214,8768,463,CA3
849715410,792626853,152,43,1540,8140,3204,8776,726,DG
849715412,792626853,153,11,1540,8139,3193,8783,726,DG
849715414,792626853,154,59,1560,8138,3188,8787,726,DG
849715416,792626853,155,27,1560,8138,3183,8791,726,DG
849715418,792626853,156,43,1580,8138,3173,8798,726,DG
849715420,792626853,157,11,1580,8137,3168,8803,726,DG
849715422,792626853,158,59,1600,8137,3163,8807,726,DG
849715424,792626853,159,27,1600,8137,3158,8811,726,DG
849715426,792626853,160,43,1620,8137,3149,8819,726,DG
849715428,792626853,161,11,1620,8137,3145,8824,726,DG
849715430,792626853,162,59,1640,8137,3140,8828,726,DG
849715432,792626853,163,27,1640,8137,3136,8833,726,DG
849715434,792626853,164,43,1660,8137,3128,8842,726,DG
849715436,792626853,165,11,1660,8138,3124,8847,726,DG
849715438,792626853,166,59,1680,8138,3120,8852,726,DG
849715440,792626853,167,27,1680,8138,3112,8862,726,DG
849715442,792626853,168,43,1700,8139,3108,8867,726,DG
849715444,792626853,169,11,1700,8139,3105,8872,726,DG
849715446,792626853,170,59,1720,8140,3101,8878,726,DG
849715448,792626853,171,27,1720,8140,3094,8888,726,DG
849715450,792626853,172,43,1740,8141,3091,8893,726,DG
849715452,792626853,173,11,1740,8141,3087,8899,726,DG
849715454,792626853,174,59,1760,8142,3081,8910,726,DG
849715456,792626853,175,27,1760,8143,3077,8915,726,DG
849715458,792626853,176,43,1780,8143,3074,8921,726,DG
849715460,792626853,177,11,1780,8144,3071,8926,726,DG
849715462,792626853,178,59,1800,8145,3064,8937,382,CA1
849715464,792626853,179,27,1800,8146,3061,8943,382,CA1
849715466,792626853,180,43,1820,8146,3058,8948,382,CA1
849715468,792626853,181,11,1820,8147,3052,8960,382,CA1
849715470,792626853,182,59,1840,8148,3049,8965,382,CA1
849715472,792626853,183,27,1840,8149,3046,8971,382,CA1
849715474,792626853,184,43,1860,8149,3043,8977,382,CA1
849715476,792626853,185,11,1860,8150,3036,8988,382,CA1
849715478,792626853,186,59,1880,8151,3033,8994,382,CA1
849715480,792626853,187,27,1880,8152,3030,8999,382,CA1
849715484,792626853,189,11,1900,8154,3021,9017,382,CA1
849715486,792626853,190,59,1920,8154,3018,9022,382,CA1
849715488,792626853,191,27,1920,8155,3015,9028,382,CA1
849715490,792626853,192,43,1940,8156,3009,9040,382,CA1
849715492,792626853,193,11,1940,8157,3006,9045,382,CA1
849715494,792626853,194,59,1960,8158,3003,9051,382,CA1
849715496,792626853,195,27,1960,8158,3000,9057,382,CA1
849715498,792626853,196,43,1980,8160,2993,9068,382,CA1
849715500,792626853,197,11,1980,8161,2990,9074,382,CA1
849715502,792626853,198,59,2000,8161,2987,9080,382,CA1
849715504,792626853,199,27,2000,8163,2980,9091,382,CA1
849715506,792626853,200,43,2020,8164,2977,9097,382,CA1
849715508,792626853,201,11,2020,8164,2974,9103,382,CA1
849715510,792626853,202,59,2040,8165,2971,9108,382,CA1
849715512,792626853,203,27,2040,8167,2964,9120,382,CA1
849715514,792626853,204,43,2060,8168,2960,9125,382,CA1
849715516,792626853,205,11,2060,8168,2957,9131,382,CA1
849715518,792626853,206,59,2080,8169,2953,9137,382,CA1
849715520,792626853,207,27,2080,8171,2946,9148,382,CA1
849715522,792626853,208,43,2100,8172,2942,9154,382,CA1
849715524,792626853,209,11,2100,8173,2939,9160,382,CA1
849715526,792626853,210,59,2120,8175,2931,9171,382,CA1
849715528,792626853,211,27,2120,8176,2927,9177,382,CA1
849715530,792626853,212,43,2140,8177,2923,9182,382,CA1
849715532,792626853,213,11,2140,8178,2920,9188,382,CA1
849715534,792626853,214,59,2160,8180,2912,9199,382,CA1
849715536,792626853,215,27,2160,8181,2908,9205,382,CA1
849715538,792626853,216,43,2180,8182,2903,9211,382,CA1
849715540,792626853,217,11,2180,8184,2895,9222,382,CA1
849715542,792626853,218,59,2200,8185,2891,9228,382,CA1
849715544,792626853,219,27,2200,8186,2887,9234,382,CA1
849715546,792626853,220,43,2220,8187,2882,9239,382,CA1
849715548,792626853,221,11,2220,8190,2874,9251,382,CA1
849715550,792626853,222,59,2240,8191,2869,9256,382,CA1
849715552,792626853,223,27,2240,8192,2865,9262,382,CA1
849715554,792626853,224,43,2260,8194,2856,9274,382,CA1
849715556,792626853,225,11,2260,8196,2851,9279,382,CA1
849715558,792626853,226,59,2280,8197,2847,9285,382,CA1
849715562,792626853,228,43,2300,8201,2833,9303,382,CA1
849715564,792626853,229,11,2300,8202,2828,9308,382,CA1
849715566,792626853,230,59,2320,8203,2823,9314,382,CA1
849715568,792626853,231,27,2320,8204,2818,9320,382,CA1
849715570,792626853,232,43,2340,8207,2809,9332,382,CA1
849715572,792626853,233,11,2340,8208,2804,9338,382,CA1
849715574,792626853,234,59,2360,8210,2799,9344,382,CA1
849715576,792626853,235,27,2360,8212,2789,9356,382,CA1
849715578,792626853,236,43,2380,8214,2784,9362,382,CA1
849715580,792626853,237,11,2380,8215,2779,9368,382,CA1
849715582,792626853,238,59,2400,8216,2774,9374,382,CA1
849715584,792626853,239,27,2400,8219,2764,9387,382,CA1
849715586,792626853,240,43,2420,8220,2759,9393,382,CA1
849715588,792626853,241,11,2420,8222,2754,9399,382,CA1
849715590,792626853,242,59,2440,8225,2744,9412,382,CA1
849715592,792626853,243,27,2440,8226,2739,9418,382,CA1
849715594,792626853,244,43,2460,8227,2733,9425,382,CA1
849715596,792626853,245,11,2460,8229,2728,9431,382,CA1
849715598,792626853,246,59,2480,8231,2718,9444,382,CA1
849715600,792626853,247,27,2480,8233,2712,9450,382,CA1
849715602,792626853,248,43,2500,8234,2707,9457,382,CA1
849715604,792626853,249,11,2500,8235,2701,9464,382,CA1
849715606,792626853,250,59,2520,8238,2690,9477,382,CA1
849715608,792626853,251,27,2520,8239,2685,9484,382,CA1
849715610,792626853,252,43,2540,8241,2679,9490,382,CA1
849715612,792626853,253,11,2540,8243,2668,9504,382,CA1
849715614,792626853,254,59,2560,8244,2662,9511,382,CA1
849715616,792626853,255,27,2560,8246,2657,9517,382,CA1
849715618,792626853,256,43,2580,8247,2651,9524,382,CA1
849715620,792626853,257,11,2580,8249,2639,9538,382,CA1
849715622,792626853,258,59,2600,8251,2633,9545,382,CA1
849715624,792626853,259,27,2600,8252,2627,9552,382,CA1
849715626,792626853,260,43,2620,8254,2615,9565,382,CA1
849715628,792626853,261,11,2620,8255,2609,9572,402,VISal
849715630,792626853,262,59,2640,8256,2603,9579,402,VISal
849715632,792626853,263,27,2640,8258,2597,9586,402,VISal
849715636,792626853,265,11,2660,8260,2585,9600,402,VISal
849715638,792626853,266,59,2680,8261,2578,9607,402,VISal
849715640,792626853,267,27,2680,8262,2572,9614,402,VISal
849715642,792626853,268,43,2700,8263,2566,9621,402,VISal
849715644,792626853,269,11,2700,8265,2553,9635,402,VISal
849715646,792626853,270,59,2720,8266,2546,9642,402,VISal
849715648,792626853,271,27,2720,8267,2540,9649,402,VISal
849715650,792626853,272,43,2740,8268,2533,9656,402,VISal
849715652,792626853,273,11,2740,8268,2527,9663,402,VISal
849715654,792626853,274,59,2760,8269,2520,9669,402,VISal
849715656,792626853,275,27,2760,8270,2514,9676,402,VISal
849715658,792626853,276,43,2780,8271,2507,9683,402,VISal
849715660,792626853,277,11,2780,8272,2500,9690,402,VISal
849715662,792626853,278,59,2800,8273,2494,9697,402,VISal
849715664,792626853,279,27,2800,8274,2487,9704,402,VISal
849715666,792626853,280,43,2820,8275,2474,9718,402,VISal
849715668,792626853,281,11,2820,8276,2467,9725,402,VISal
849715670,792626853,282,59,2840,8277,2460,9731,402,VISal
849715672,792626853,283,27,2840,8277,2453,9738,402,VISal
849715674,792626853,284,43,2860,8278,2446,9745,402,VISal
849715676,792626853,285,11,2860,8279,2439,9752,402,VISal
849715678,792626853,286,59,2880,8279,2432,9759,402,VISal
849715680,792626853,287,27,2880,8280,2425,9765,402,VISal
849715682,792626853,288,43,2900,8281,2419,9772,402,VISal
849715684,792626853,289,11,2900,8281,2412,9779,402,VISal
849715686,792626853,290,59,2920,8282,2405,9786,402,VISal
849715688,792626853,291,27,2920,8283,2397,9792,402,VISal
849715690,792626853,292,43,2940,8284,2383,9805,402,VISal
849715692,792626853,293,11,2940,8284,2376,9812,402,VISal
849715694,792626853,294,59,2960,8285,2369,9819,402,VISal
849715696,792626853,295,27,2960,8286,2362,9825,402,VISal
849715698,792626853,296,43,2980,8286,2355,9832,402,VISal
849715700,792626853,297,11,2980,8287,2348,9838,402,VISal
849715702,792626853,298,59,3000,8287,2340,9845,402,VISal
849715704,792626853,299,27,3000,8288,2333,9851,402,VISal
849715706,792626853,300,43,3020,8288,2326,9858,402,VISal
849715708,792626853,301,11,3020,8289,2319,9864,402,VISal
849715710,792626853,302,59,3040,8289,2311,9871,402,VISal
849715714,792626853,304,43,3060,8290,2289,9890,402,VISal
849715716,792626853,305,11,3060,8291,2282,9896,402,VISal
849715718,792626853,306,59,3080,8291,2275,9902,402,VISal
849715720,792626853,307,27,3080,8291,2267,9908,402,VISal
849715722,792626853,308,43,3100,8292,2260,9914,402,VISal
849715724,792626853,309,11,3100,8292,2252,9921,402,VISal
849715726,792626853,310,59,3120,8292,2245,9927,402,VISal
849715728,792626853,311,27,3120,8293,2237,9933,402,VISal
849715730,792626853,312,43,3140,8293,2230,9939,402,VISal
849715732,792626853,313,11,3140,8293,2222,9945,402,VISal
849715734,792626853,314,59,3160,8294,2214,9951,402,VISal
849715736,792626853,315,27,3160,8294,2199,9963,402,VISal
849715738,792626853,316,43,3180,8295,2191,9969,402,VISal
849715740,792626853,317,11,3180,8295,2184,9975,402,VISal
849715742,792626853,318,59,3200,8295,2176,9981,402,VISal
849715744,792626853,319,27,3200,8295,2168,9986,402,VISal
849715746,792626853,320,43,3220,8295,2160,9992,402,VISal
849715748,792626853,321,11,3220,8296,2152,9998,402,VISal
849715750,792626853,322,59,3240,8296,2144,10004,402,VISal
849715752,792626853,323,27,3240,8296,2137,10009,402,VISal
849715754,792626853,324,43,3260,8296,2129,10015,402,VISal
849715756,792626853,325,11,3260,8296,2121,10021,402,VISal
849715758,792626853,326,59,3280,8296,2113,10026,402,VISal
849715760,792626853,327,27,3280,8297,2097,10038,402,VISal
849715762,792626853,328,43,3300,8297,2089,10043,402,VISal
849715764,792626853,329,11,3300,8297,2081,10049,402,VISal
849715766,792626853,330,59,3320,8297,2073,10054,402,VISal
849715768,792626853,331,27,3320,8297,2064,10060,402,VISal
849715770,792626853,332,43,3340,8298,2056,10065,402,VISal
849715772,792626853,333,11,3340,8298,2048,10071,402,VISal
849715774,792626853,334,59,3360,8298,2040,10076,402,VISal
849715776,792626853,335,27,3360,8298,2032,10082,402,VISal
849715778,792626853,336,43,3380,8298,2024,10087,402,VISal
849715780,792626853,337,11,3380,8298,2016,10093,402,VISal
849715782,792626853,338,59,3400,8299,1999,10104,402,VISal
849715784,792626853,339,27,3400,8299,1991,10109,402,VISal
849715788,792626853,341,11,3420,8300,1975,10120,402,VISal
849715790,792626853,342,59,3440,8300,1967,10126,402,VISal
849715792,792626853,343,27,3440,8300,1959,10131,402,VISal
849715794,792626853,344,43,3460,8301,1951,10137,402,VISal
849715796,792626853,345,11,3460,8301,1943,10143,402,VISal
849715798,792626853,346,59,3480,8302,1935,10148,402,VISal
849715800,792626853,347,27,3480,8302,1927,10154,402,VISal
849715802,792626853,348,43,3500,8303,1919,10160,402,VISal
849715804,792626853,349,11,3500,8303,1911,10166,402,VISal
849715806,792626853,350,59,3520,8304,1896,10177,,
849715808,792626853,351,27,3520,8305,1888,10183,,
849715810,792626853,352,43,3540,8306,1880,10189,,
849715812,792626853,353,11,3540,8306,1873,10195,,
849715814,792626853,354,59,3560,8307,1865,10201,,
849715816,792626853,355,27,3560,8308,1858,10207,,
849715818,792626853,356,43,3580,8309,1850,10213,,
849715820,792626853,357,11,3580,8310,1842,10219,,
849715822,792626853,358,59,3600,8311,1835,10226,,
849715824,792626853,359,27,3600,8312,1827,10232,,
849715826,792626853,360,43,3620,8313,1820,10238,,
